Title;Author;URL
12 cool data science projects ideas for beginners and experts;@harish_6956;https://medium.com/@harish_6956/12-cool-data-science-projects-ideas-for-beginners-and-experts-fc75b5498e03
12 examples to master python sets;@sonery;https://medium.com/@sonery/12-examples-to-master-python-sets-71802ea56de3
12 useful packages every node js developer should know;@indreklasn;https://medium.com/@indreklasn/12-useful-packages-every-node-js-developer-should-know-2746db760e
13 code review standards inspired by google;@rhamedy;https://medium.com/@rhamedy/13-code-review-standards-inspired-by-google-6b8f99f7fd67
13 conda commands for data scientists;@jeffhale;https://medium.com/@jeffhale/13-conda-commands-for-data-scientists-e443d275eb89
14 simple ways to be more productive every day;@vinitabansal;https://medium.com/@vinitabansal/14-simple-ways-to-be-more-productive-every-day-66bd4f4e0c93
14 useful packages every react developer should know;@indreklasn;https://medium.com/@indreklasn/14-useful-packages-every-react-developer-should-know-55b47a325d3
15 awesome python and data science projects for 2021 and beyond;@bharath;https://medium.com/@bharath-k1297/15-awesome-python-and-data-science-projects-for-2021-and-beyond-64acf7930c20
15 essential steps to build reliable data pipelines;@anna.anisienia;https://medium.com/@anna.anisienia/15-essential-steps-to-build-reliable-data-pipelines-58847cb5d92f
15 hilarious jokes by the programmers for the programmers;@lokajit.tikayatray;https://medium.com/@lokajit.tikayatray/15-hilarious-jokes-by-the-programmers-for-the-programmers-5be2e480f7fb
15 mistakes every developer has made in their life;@daaaan;https://medium.com/@daaaan/15-mistakes-every-developer-has-made-in-their-life-7b7ef03cc84c
15 must know machine learning algorithms;@sonery;https://medium.com/@sonery/15-must-know-machine-learning-algorithms-44faf6bc758e
18 ways to improve your programming;@sadamiak;https://medium.com/@sadamiak/18-ways-to-improve-your-programming-3fd1bfcd556
2 years of graphql in production;@stein189;https://medium.com/@stein189/2-years-of-graphql-in-production-a1a6dbaddbda
20 examples to master pandas series;@sonery;https://medium.com/@sonery/20-examples-to-master-pandas-series-bc4c68200324
20 inspirational front end challenges you can start coding today;@indreklasn;https://medium.com/@indreklasn/20-inspirational-front-end-challenges-you-can-start-coding-today-1a7ebd5c5798
20 more hot data tools and what they dont do;@petesoder;https://medium.com/@petesoder/20-more-hot-data-tools-and-what-they-dont-do-46bc365bea74
20 python packages that you must try;@parasharabhay13;https://medium.com/@parasharabhay13/20-python-packages-that-you-must-try-a81862c913f6
20 things to know to master lists in python;@yong.cui01;https://medium.com/@yong.cui01/20-things-to-know-to-master-lists-in-python-e3417f4c28cf
20 valuable and essential python hacks for beginners;@Vivek.Coder;https://medium.com/@Vivek.Coder/20-valuable-and-essential-python-hacks-for-beginners-112954560aff
21 data science books you should read in 2021;@tristan.j.alba;https://medium.com/@tristan.j.alba/21-data-science-books-you-should-read-in-2021-db625e97feb6
21 numpy functions that will boost your data analysis process;@soneryildirim1988;https://medium.com/@soneryildirim1988/21-numpy-functions-that-will-boost-your-data-analysis-process-1671fb35215
21 python mini projects with codes;@parasharabhay13;https://medium.com/@parasharabhay13/21-python-mini-projects-with-codes-c4126e4131e4
21 techniques to write better python code;@dr.bruce.cottman;https://medium.com/@dr.bruce.cottman/21-techniques-to-write-better-python-code-3029f6562483
22 pythonic tricks for working with strings;@quinn.richard;https://medium.com/@quinn.richard/22-pythonic-tricks-for-working-with-strings-8b893776743c
22 things you should give up if you want to be a successful developer;@iamdi;https://medium.com/@iamdi/22-things-you-should-give-up-if-you-want-to-be-a-successful-developer-aaee8699185c
3 algorithm interview questions for data science and software engineering in python;@chris.the.data.scientist;https://medium.com/@chris.the.data.scientist/3-algorithm-interview-questions-for-data-science-and-software-engineering-in-python-29fc86a07a6f
3 beliefs i abandoned after 3 years of professional coding;@pieroborrellidev;https://medium.com/@pieroborrellidev/3-beliefs-i-abandoned-after-3-years-of-professional-coding-d4a71b588100
3 best books for beginner data scientists;@mitchell.telatnik;https://medium.com/@mitchell.telatnik/3-best-books-for-beginner-data-scientists-5c84e62b669c
3 books to improve your coding skills;@d.khmelenko;https://medium.com/@d.khmelenko/3-books-to-improve-your-coding-skills-afa67621192
3 cities in the u s have ended chronic homelessness heres how they did it;@FastCompany;https://medium.com/@FastCompany/3-cities-in-the-u-s-have-ended-chronic-homelessness-heres-how-they-did-it-a8267b285f81
3 common python flaws you need to avoid;@anupamchugh;https://medium.com/@anupamchugh/3-common-python-flaws-you-need-to-avoid-46c9eebfa0fe
3 dos and 3 don ts to become successful in data science;@bharath.k1297;https://medium.com/@bharath.k1297/3-dos-and-3-don-ts-to-become-successful-in-data-science-c49e2c293a56
3 essential ways to calculate feature importance in python;@radecicdario;https://medium.com/@radecicdario/3-essential-ways-to-calculate-feature-importance-in-python-2f9149592155
3 git workflows to showcase unfinished work;@remcorakers;https://medium.com/@remcorakers/3-git-workflows-to-showcase-unfinished-work-a651e5116819
3 intermediate excel functions and how to do them in python;@nik.piepenbreier;https://medium.com/@nik.piepenbreier/3-intermediate-excel-functions-and-how-to-do-them-in-python-17d35defebdd
3 javascript things i just learned that i probably should have already known;@travisprol;https://medium.com/@travisprol/3-javascript-things-i-just-learned-that-i-probably-should-have-already-known-259868ffd7d9
3 mistakes developers make when theyre in a hurry;@sadamiak;https://medium.com/@sadamiak/3-mistakes-developers-make-when-theyre-in-a-hurry-29a8a46109dd
3 misuses of python list comprehension to avoid;@yong.cui01;https://medium.com/@yong.cui01/3-misuses-of-python-list-comprehension-to-avoid-54adc312e48c
3 most asked python interview questions for data scientists;@azenresearchlabs;https://medium.com/@azenresearchlabs/3-most-asked-python-interview-questions-for-data-scientists-1a2ad63ebe56
3 mysql brain storming questions for a beginner;@stynejohn06;https://medium.com/@stynejohn06/3-mysql-brain-storming-questions-for-a-beginner-c99ad01963ee
3 natural language processing tools from aws to python;@SeattleDataGuy;https://medium.com/@SeattleDataGuy/3-natural-language-processing-tools-from-aws-to-python-954dbb34b189
3 neglected features in python 3 that everyone should be using;@faziobrett;https://medium.com/@faziobrett/3-neglected-features-in-python-3-that-everyone-should-be-using-65cffc96f235
3 pandas functions that will make your life easier;@sonery;https://medium.com/@sonery/3-pandas-functions-that-will-make-your-life-easier-4d0ce57775a1
3 pandas functions you should be using more often;@radecicdario;https://medium.com/@radecicdario/3-pandas-functions-you-should-be-using-more-often-696b41e8d7ca
3 pitfalls in golang i wish i knew;@yossishmueli;https://medium.com/@yossishmueli/3-pitfalls-in-golang-i-wish-i-knew-3f208a8402a7
3 powerful reasons girls need to code;@mythili.themuse;https://medium.com/@mythili.themuse/3-powerful-reasons-girls-need-to-code-2cd14959ff66
3 principles of economics every person should know;@andre_ye;https://medium.com/@andre_ye/3-principles-of-economics-every-person-should-know-c0132da7b544
3 programmers 3 paths 1 road to glory;@zack_minott;https://medium.com/@zack_minott/3-programmers-3-paths-1-road-to-glory-eb337061c995
3 programming books every data scientist must read;@radecicdario;https://medium.com/@radecicdario/3-programming-books-every-data-scientist-must-read-db1d3a1a284c
3 python concepts in under 3 minutes;@romanmichaelpaolucci;https://medium.com/@romanmichaelpaolucci/3-python-concepts-in-under-3-minutes-d7dd33a14550
3 react component patterns every beginner to intermediate react developers need to know;@niraj_khatiwada;https://medium.com/@niraj_khatiwada/3-react-component-patterns-every-beginner-to-intermediate-react-developers-need-to-know-f6e3155a74e3
3 react patterns that can be anti patterns;@ianks;https://medium.com/@ianks/3-react-patterns-that-can-be-anti-patterns-f1410402e633
3 reasons to switch to fastapi;@dieterjordens;https://medium.com/@dieterjordens/3-reasons-to-switch-to-fastapi-f9c788d017e5
3 reasons why you should almost always use sorted in python;@yong.cui01;https://medium.com/@yong.cui01/3-reasons-why-you-should-almost-always-use-sorted-in-python-9fe122e6ce71
3 reasons why you shouldnt become a data scientist;@radecicdario;https://medium.com/@radecicdario/3-reasons-why-you-shouldnt-become-a-data-scientist-93cfeb9a6ce7
3 simple ways to download files with python;@zackofwest;https://medium.com/@zackofwest/3-simple-ways-to-download-files-with-python-569cb91acae6
3 techniques to make your python code faster;@dbudhrani;https://medium.com/@dbudhrani/3-techniques-to-make-your-python-code-faster-193ffab5eb36
3 tips to become a better code reader;@milos_;https://medium.com/@milos_/3-tips-to-become-a-better-code-reader-c84fcb4cedc3
3 ways to convert python app into apk;@kaustubhgupta1828;https://medium.com/@kaustubhgupta1828/3-ways-to-convert-python-app-into-apk-77f4c9cd55af
3 ways to filter pandas dataframe by column values;@padhmasahithya;https://medium.com/@padhmasahithya/3-ways-to-filter-pandas-dataframe-by-column-values-dfb6609b31de
3 ways to implement the singleton pattern in typescript with node js;@wickedmanok;https://medium.com/@wickedmanok/3-ways-to-implement-the-singleton-pattern-in-typescript-with-node-js-75129f391c9b
3 ways to make extra income as a data scientist;@radecicdario;https://medium.com/@radecicdario/3-ways-to-make-extra-income-as-a-data-scientist-eed02749208c
3 ways to tune hyperparameters of machine learning models with python;@radecicdario;https://medium.com/@radecicdario/3-ways-to-tune-hyperparameters-of-machine-learning-models-with-python-cda64b62e0ac
3 years of kubernetes in production heres what we learned;@komalvenkatesh;https://medium.com/@komalvenkatesh/3-years-of-kubernetes-in-production-heres-what-we-learned-44e77e1749c8
30 days of pandas in an article;@cornelliusyudhawijaya;https://medium.com/@cornelliusyudhawijaya/30-days-of-pandas-in-an-article-b328cfb83d50
30 magical python tricks to write better code;@felix.antony;https://medium.com/@felix.antony/30-magical-python-tricks-to-write-better-code-e54d1642c255
30 simple tricks to level up your python coding;@yong.cui01;https://medium.com/@yong.cui01/30-simple-tricks-to-level-up-your-python-coding-5b625c15b79a
36 javascript concepts you need to master to become an expert;@mahdhirezvi;https://medium.com/@mahdhirezvi/36-javascript-concepts-you-need-to-master-to-become-an-expert-c6630ac41bf4
39 websites that can make you unbelievably smarter just in 10 minutes a day;@alltopstartups;https://medium.com/@alltopstartups/39-websites-that-can-make-you-unbelievably-smarter-just-in-10-minutes-a-day-f6e727764519
4 advanced tricks with python functions you might not know;@eriky;https://medium.com/@eriky/4-advanced-tricks-with-python-functions-you-might-not-know-d1214d751741
4 blockers and 4 unlockers for successful machine learning projects;@christian.freischlag;https://medium.com/@christian.freischlag/4-blockers-and-4-unlockers-for-successful-machine-learning-projects-86d409b7eb03
4 books everyone in tech should read and why;@marcoantonio.ghiani01;https://medium.com/@marcoantonio.ghiani01/4-books-everyone-in-tech-should-read-and-why-b50628175372
4 books to help you become a seasoned python programmer;@yong.cui01;https://medium.com/@yong.cui01/4-books-to-help-you-become-a-seasoned-python-programmer-7dea2fade7ed
4 coding mistakes i did when i was learning python;@bajcmartinez;https://medium.com/@bajcmartinez/4-coding-mistakes-i-did-when-i-was-learning-python-bbc6824bdd8c
4 easy tips on using threads and mutexes in c;@jweinst1;https://medium.com/@jweinst1/4-easy-tips-on-using-threads-and-mutexes-in-c-566eb2927152
4 examples of how i used data to reduce costs and increase profits;@SeattleDataGuy;https://medium.com/@SeattleDataGuy/4-examples-of-how-i-used-data-to-reduce-costs-and-increase-profits-2921d8ad5107
4 front end trends and 1 loser;@sadamiak;https://medium.com/@sadamiak/4-front-end-trends-and-1-loser-5ce22c2406da
4 fundamental numpy properties every data scientist must master;@suemnjeri;https://medium.com/@suemnjeri/4-fundamental-numpy-properties-every-data-scientist-must-master-c906236eb44b
4 important reasons to answer others programming questions online;@navigine;https://medium.com/@navigine/4-important-reasons-to-answer-others-programming-questions-online-5751e84f60fa
4 key conversations to kickstart successful ai projects;@jonnyndavis;https://medium.com/@jonnyndavis/4-key-conversations-to-kickstart-successful-ai-projects-e75d3414aa29
4 lesser known python features that will surprise you;@skdasaradh;https://medium.com/@skdasaradh/4-lesser-known-python-features-that-will-surprise-you-b899684a2155
4 must know libraries in pandas ecosystem;@soneryildirim1988;https://medium.com/@soneryildirim1988/4-must-know-libraries-in-pandas-ecosystem-7c01326c4724
4 must know pandas function application;@cornelliusyudhawijaya;https://medium.com/@cornelliusyudhawijaya/4-must-know-pandas-function-application-852f5c4b4a1e
4 new github products that will change how you code;@bsoyka;https://medium.com/@bsoyka/4-new-github-products-that-will-change-how-you-code-27933401faa0
4 pandas tricks that most people dont know;@qiuyujx;https://medium.com/@qiuyujx/4-pandas-tricks-that-most-people-dont-know-86a70a007993
4 principles when refactoring your functions;@yong.cui01;https://medium.com/@yong.cui01/4-principles-when-refactoring-your-functions-81ce7f365e6d
4 python automl libraries every data scientist should know;@andre_ye;https://medium.com/@andre_ye/4-python-automl-libraries-every-data-scientist-should-know-680ff5d6ad08
4 python concepts that beginners may be confused about;@yong.cui01;https://medium.com/@yong.cui01/4-python-concepts-that-beginners-may-be-confused-about-ea1fec769f7b
4 python libraries to help you make money from webscraping;@mars_escobin;https://medium.com/@mars_escobin/4-python-libraries-to-help-you-make-money-from-webscraping-57ba6d8ce56d
4 rarely used yet very useful pandas tricks;@sonery;https://medium.com/@sonery/4-rarely-used-yet-very-useful-pandas-tricks-b43ef4b726fb
4 reasons why now is the best time to start with quantum computing;@eng.sam92;https://medium.com/@eng.sam92/4-reasons-why-now-is-the-best-time-to-start-with-quantum-computing-753437487ef4
4 scikit learn tools every data scientist should use;@amal;https://medium.com/@amal-hasni/4-scikit-learn-tools-every-data-scientist-should-use-4ee942958d9e
4 signs of an inexperienced developer;@daaaan;https://medium.com/@daaaan/4-signs-of-an-inexperienced-developer-851966fdc6b1
4 simple kubernetes terminal customizations to boost your productivity;@komalvenkatesh;https://medium.com/@komalvenkatesh/4-simple-kubernetes-terminal-customizations-to-boost-your-productivity-deda60a19924
4 simple steps to create an awesome terminal experience on your mac;@eriky;https://medium.com/@eriky/4-simple-steps-to-create-an-awesome-terminal-experience-on-your-mac-70bd7a0e1b59
4 tips to get the best out of pycharm;@julia.d.russo;https://medium.com/@julia.d.russo/4-tips-to-get-the-best-out-of-pycharm-99dd5d01932d
4 tips to improve your chances of finding your first tech job;@deleteman123;https://medium.com/@deleteman123/4-tips-to-improve-your-chances-of-finding-your-first-tech-job-6877c10afa23
4 tricks you should know to parse date columns with pandas read csv;@bindiatwork;https://medium.com/@bindiatwork/4-tricks-you-should-know-to-parse-date-columns-with-pandas-read-csv-27355bb2ad0e
4 types of comprehensions in python;@qiuyujx;https://medium.com/@qiuyujx/4-types-of-comprehensions-in-python-2fbeafdf2fda
4 unusual ways to improve your programming skills;@sadamiak;https://medium.com/@sadamiak/4-unusual-ways-to-improve-your-programming-skills-dbdc7864a5f4
4 useful advanced features in fastapi;@ngwaifoong92;https://medium.com/@ngwaifoong92/4-useful-advanced-features-in-fastapi-f08e4db59637
4 years as a self taught developer today and it gets better and better;@annadayadev;https://medium.com/@annadayadev/4-years-as-a-self-taught-developer-today-and-it-gets-better-and-better-1c9ad918146e
40 examples to master pandas;@sonery;https://medium.com/@sonery/40-examples-to-master-pandas-c69d058f434e
5 advanced features of pandas and how to use them;@george.seif94;https://medium.com/@george.seif94/5-advanced-features-of-pandas-and-how-to-use-them-1f2e2585d83e
5 advanced features of python and how to use them;@george.seif94;https://medium.com/@george.seif94/5-advanced-features-of-python-and-how-to-use-them-73bffa373c84
5 advanced operations to handle numbers in python;@yong.cui01;https://medium.com/@yong.cui01/5-advanced-operations-to-handle-numbers-in-python-e7ff921da475
5 advanced operations using dictionaries in python;@yong.cui01;https://medium.com/@yong.cui01/5-advanced-operations-using-dictionaries-in-python-5f8edb4719fa
5 advanced python function concepts explained with examples;@yong.cui01;https://medium.com/@yong.cui01/5-advanced-python-function-concepts-explained-with-examples-dcf10389ac9a
5 advanced string methods in python;@yaakovbressler;https://medium.com/@yaakovbressler/5-advanced-string-methods-in-python-5b7f6ef382e1
5 alternatives to if statements for conditional branching;@jamiebullock;https://medium.com/@jamiebullock/5-alternatives-to-if-statements-for-conditional-branching-6e8e6e97430b
5 awesome computer vision project ideas with python machine learning and deep learning;@bharath.k1297;https://medium.com/@bharath.k1297/5-awesome-computer-vision-project-ideas-with-python-machine-learning-and-deep-learning-721425fa7905
5 awesome python tricks to make your code more elegant;@kushagra1101;https://medium.com/@kushagra1101/5-awesome-python-tricks-to-make-your-code-more-elegant-41d6e5796f40
5 best practices to become the best developer that you can be;@annadayadev;https://medium.com/@annadayadev/5-best-practices-to-become-the-best-developer-that-you-can-be-f2dee65fcea9
5 best python project ideas with full code snippets and useful links;@bharath.k1297;https://medium.com/@bharath.k1297/5-best-python-project-ideas-with-full-code-snippets-and-useful-links-d9dc2846a0c5
5 best ways to earn income from data science;@bharath;https://medium.com/@bharath-k1297/5-best-ways-to-earn-income-from-data-science-a9c8fed1eee6
5 big lies junior programmers are told;@ugnmarin;https://medium.com/@ugnmarin/5-big-lies-junior-programmers-are-told-840202e8ee10
5 books for data engineers;@kadencho;https://medium.com/@kadencho/5-books-for-data-engineers-f174bc1e7906
5 brilliant ways to docker restart containers successfully;@srdbranding;https://medium.com/@srdbranding/5-brilliant-ways-to-docker-restart-containers-successfully-1a8dc22022f2
5 coding habits you need to put to rest this year;@chriscooney;https://medium.com/@chriscooney/5-coding-habits-you-need-to-put-to-rest-this-year-432643d97d89
5 common python errors and how to avoid them;@bharath.k1297;https://medium.com/@bharath.k1297/5-common-python-errors-and-how-to-avoid-them-63d9afc1a58f
5 commonly used commands in aws cli;@srdbranding;https://medium.com/@srdbranding/5-commonly-used-commands-in-aws-cli-d8bff8decb1d
5 different data sources accessed from one jupyter notebook sroka library use cases;@dorotamierzwa;https://medium.com/@dorotamierzwa/5-different-data-sources-accessed-from-one-jupyter-notebook-sroka-library-use-cases-f8f2b168f141
5 different ways to remove specific characters from a string in python;@IndhumathyChelliah;https://medium.com/@IndhumathyChelliah/5-different-ways-to-remove-specific-characters-from-a-string-in-python-b0e081839ab9
5 essential pandas tips for easier data manipulation;@emmettgb;https://medium.com/@emmettgb/5-essential-pandas-tips-for-easier-data-manipulation-4c2968d37a79
5 essential pandas tricks you didnt know about;@romanorac;https://medium.com/@romanorac/5-essential-pandas-tricks-you-didnt-know-about-2d1a5b6f2e7
5 essential python tricks to make your code more clean readable elegant;@andre_ye;https://medium.com/@andre_ye/5-essential-python-tricks-to-make-your-code-more-clean-readable-elegant-33db96d99e84
5 essential steps for every deep learning model;@bharath.k1297;https://medium.com/@bharath.k1297/5-essential-steps-for-every-deep-learning-model-30f0af3ccc37
5 excellent books to learn python in 2020;@geekgirl907;https://medium.com/@geekgirl907/5-excellent-books-to-learn-python-in-2020-768614974ecc
5 explainable ai xai frameworks;@chetan.ambi;https://medium.com/@chetan.ambi/5-explainable-ai-xai-frameworks-92359b661e33
5 free and fun apis to use for learning personal projects and more;@byrondolon;https://medium.com/@byrondolon/5-free-and-fun-apis-to-use-for-learning-personal-projects-and-more-1cb37b0d3685
5 front end challenges that will get you pumped up to code;@indreklasn;https://medium.com/@indreklasn/5-front-end-challenges-that-will-get-you-pumped-up-to-code-cfaae64646c7
5 geospatial tips and tricks in python;@shakasom;https://medium.com/@shakasom/5-geospatial-tips-and-tricks-in-python-eef86aec5110
5 git tricks that i wished i have known earlier;@forestoffbeat;https://medium.com/@forestoffbeat/5-git-tricks-that-i-wished-i-have-known-earlier-af1060881880
5 great mlops tools to launch your next machine learning model;@SeattleDataGuy;https://medium.com/@SeattleDataGuy/5-great-mlops-tools-to-launch-your-next-machine-learning-model-3e403d0c97d3
5 hidden features in jupyterlab you should start using;@romanorac;https://medium.com/@romanorac/5-hidden-features-in-jupyterlab-you-should-start-using-bfd9402464ca
5 highly practical numpy operations;@sonery;https://medium.com/@sonery/5-highly-practical-numpy-operations-714e32b386bc
5 javascript projects you should build as a front end developer;@mehdiouss315;https://medium.com/@mehdiouss315/5-javascript-projects-you-should-build-as-a-front-end-developer-57318b710344
5 lesser known pandas tricks;@romanorac;https://medium.com/@romanorac/5-lesser-known-pandas-tricks-e8ab1dd21431
5 lesser known seaborn plots most people dont know;@andre_ye;https://medium.com/@andre_ye/5-lesser-known-seaborn-plots-most-people-dont-know-82e5a54baea8
